,insert_first,update_percent,records,number_of_operations,evolution_fields,insertion_phase,operations_baseline,operations_phase
0,insertion_first,0.95,400000,100,2,71.34548044204712,0.023296833038330078,0.824347972869873
1,insertion_first,0.95,400000,100,2,60.40458011627197,0.023994922637939453,0.816741943359375
2,insertion_first,0.95,400000,100,2,60.68726468086243,0.024357080459594727,0.9652631282806396
3,insertion_first,0.95,400000,100,2,57.546797037124634,0.025160551071166992,0.8831963539123535
4,insertion_first,0.95,400000,100,2,65.29666590690613,0.023485660552978516,0.8929564952850342
