,insert_first,update_percent,records,number_of_operations,evolution_fields,insertion_phase,operations_baseline,operations_phase
0,insertion_first,0.5,300000,700,2,45.176525831222534,0.08743906021118164,3.3190627098083496
1,insertion_first,0.5,300000,700,2,49.06775951385498,0.08664941787719727,2.6245336532592773
2,insertion_first,0.5,300000,700,2,50.125038385391235,0.08820271492004395,3.0682930946350098
3,insertion_first,0.5,300000,700,2,44.37424683570862,0.08887553215026855,2.8653934001922607
4,insertion_first,0.5,300000,700,2,45.60495638847351,0.0878291130065918,3.4338066577911377
