,insert_first,update_percent,records,evolution_fields,insertion_phase,operations_baseline,operations_phase
0,insertion_first,1.0,300000,2,44.44200849533081,0.025131940841674805,0.8986227512359619
1,insertion_first,1.0,300000,2,45.39385724067688,0.024602890014648438,0.9205098152160645
2,insertion_first,1.0,300000,2,46.78677773475647,0.025192975997924805,0.9624817371368408
3,insertion_first,1.0,300000,2,46.463706970214844,0.025038719177246094,0.8625907897949219
4,insertion_first,1.0,300000,2,46.314709424972534,0.02441716194152832,0.8042492866516113
