,insert_first,update_percent,records,evolution_fields,insertion_phase,operations_baseline,operations_phase
0,insertion_first,0.5,100000,2,17.669772624969482,0.013283729553222656,0.5109977722167969
1,insertion_first,0.5,100000,2,15.234684467315674,0.013662338256835938,0.4990408420562744
2,insertion_first,0.5,100000,2,15.527740716934204,0.013568639755249023,0.518566370010376
3,insertion_first,0.5,100000,2,17.094571590423584,0.013320446014404297,0.40639495849609375
4,insertion_first,0.5,100000,2,14.120709657669067,0.013931512832641602,0.5254518985748291
