,insert_first,update_percent,records,number_of_operations,evolution_fields,insertion_phase,operations_baseline,operations_phase
0,operations_first,0.0,400000,1000,2,27.820821523666382,0.004083156585693359,0.5958061218261719
1,operations_first,0.0,400000,1000,2,36.961111068725586,0.004029273986816406,0.5896849632263184
2,operations_first,0.0,400000,1000,2,16.115092277526855,0.004339694976806641,0.5806920528411865
3,operations_first,0.0,400000,1000,2,3.5689964294433594,0.004047393798828125,0.5912468433380127
4,operations_first,0.0,400000,1000,2,34.11085033416748,0.004111528396606445,0.6021509170532227
