,insert_first,update_percent,records,evolution_fields,insertion_phase,operations_baseline,operations_phase
0,insertion_first,0.95,300000,2,53.48404002189636,0.023549318313598633,0.9715487957000732
1,insertion_first,0.95,300000,2,43.97235083580017,0.023482084274291992,0.8145031929016113
2,insertion_first,0.95,300000,2,42.85100197792053,0.023009777069091797,0.829082727432251
3,insertion_first,0.95,300000,2,41.365355253219604,0.02442455291748047,0.8769981861114502
4,insertion_first,0.95,300000,2,47.294528007507324,0.02300286293029785,0.8005597591400146
