,insert_first,update_percent,records,number_of_operations,evolution_fields,insertion_phase,operations_baseline,operations_phase
0,insertion_first,0.0,400000,1000,2,62.08268594741821,0.004072904586791992,0.6068034172058105
1,insertion_first,0.0,400000,1000,2,59.04737114906311,0.003945112228393555,0.5783822536468506
2,insertion_first,0.0,400000,1000,2,58.18148684501648,0.003983974456787109,0.616814136505127
3,insertion_first,0.0,400000,1000,2,60.21774244308472,0.0040094852447509766,0.6139590740203857
4,insertion_first,0.0,400000,1000,2,56.46441674232483,0.00392913818359375,0.6231927871704102
