,insert_first,update_percent,records,number_of_versions,number_of_operations,evolution_fields,insertion_phase,operations_baseline,operations_phase
0,insertion_first,0.05,100000,15,500,2,31.074150800704956,0.009642601013183594,0.6111862659454346
1,insertion_first,0.05,100000,15,500,2,43.6959068775177,0.009046316146850586,0.6153547763824463
2,insertion_first,0.05,100000,15,500,2,34.09467530250549,0.008667945861816406,0.5967588424682617
3,insertion_first,0.05,100000,15,500,2,32.04632258415222,0.009227275848388672,0.5822174549102783
4,insertion_first,0.05,100000,15,500,2,33.87840557098389,0.009611129760742188,0.5954582691192627
