,insert_first,update_percent,records,number_of_versions,number_of_operations,evolution_fields,insertion_phase,operations_baseline,operations_phase
0,operations_first,0.95,100000,15,100,2,12.227680206298828,0.022955894470214844,0.9506826400756836
1,operations_first,0.95,100000,15,100,2,9.413006782531738,0.02294754981994629,0.8213973045349121
2,operations_first,0.95,100000,15,100,2,11.233140468597412,0.0264432430267334,0.9289076328277588
3,operations_first,0.95,100000,15,100,2,11.855524063110352,0.023264408111572266,0.9902350902557373
4,operations_first,0.95,100000,15,100,2,11.849839925765991,0.024337053298950195,1.000795841217041
