,insert_first,update_percent,records,number_of_versions,number_of_operations,evolution_fields,insertion_phase,operations_baseline,operations_phase
0,operations_first,0.5,100000,15,100,2,10.530058145523071,0.013745546340942383,0.500504732131958
1,operations_first,0.5,100000,15,100,2,12.074196338653564,0.01347208023071289,0.5434529781341553
2,operations_first,0.5,100000,15,100,2,10.79569673538208,0.012681722640991211,0.6061253547668457
3,operations_first,0.5,100000,15,100,2,11.788634538650513,0.013325929641723633,0.5591771602630615
4,operations_first,0.5,100000,15,100,2,10.080917358398438,0.013098716735839844,0.5914528369903564
