,insert_first,update_percent,records,evolution_fields,insertion_phase,operations_baseline,operations_phase
0,insertion_first,0.95,100000,2,15.568869829177856,0.023578882217407227,0.8145003318786621
1,insertion_first,0.95,100000,2,16.123252153396606,0.02371048927307129,0.8914792537689209
2,insertion_first,0.95,100000,2,14.995543479919434,0.02387380599975586,0.8684737682342529
3,insertion_first,0.95,100000,2,14.948410034179688,0.023986101150512695,0.8778243064880371
4,insertion_first,0.95,100000,2,14.729233264923096,0.024143695831298828,0.7656838893890381
