,insert_first,update_percent,records,evolution_fields,insertion_phase,operations_baseline,operations_phase
0,insertion_first,0.05,300000,2,51.95531749725342,0.002436399459838867,0.15886831283569336
1,insertion_first,0.05,300000,2,49.2071008682251,0.0026254653930664062,0.11448526382446289
2,insertion_first,0.05,300000,2,48.888062715530396,0.0026793479919433594,0.19531846046447754
3,insertion_first,0.05,300000,2,46.862019300460815,0.0026335716247558594,0.19196820259094238
4,insertion_first,0.05,300000,2,52.109421253204346,0.0022020339965820312,0.14395713806152344
