,insert_first,update_percent,records,number_of_versions,number_of_operations,evolution_fields,insertion_phase,operations_baseline,operations_phase
0,operations_first,0.0,100000,10,500,2,9.858772039413452,0.0020971298217773438,0.2900197505950928
1,operations_first,0.0,100000,10,500,2,10.51925539970398,0.0020170211791992188,0.29256677627563477
2,operations_first,0.0,100000,10,500,2,9.22681999206543,0.002026796340942383,0.29358911514282227
3,operations_first,0.0,100000,10,500,2,9.511583805084229,0.0019981861114501953,0.29743289947509766
4,operations_first,0.0,100000,10,500,2,10.41586184501648,0.002038240432739258,0.2931673526763916
