,insert_first,update_percent,records,number_of_versions,number_of_operations,evolution_fields,insertion_phase,operations_baseline,operations_phase
0,insertion_first,0.05,100000,5,100,2,13.851559162139893,0.0022325515747070312,0.15253090858459473
1,insertion_first,0.05,100000,5,100,2,13.93655276298523,0.0025298595428466797,0.1412792205810547
2,insertion_first,0.05,100000,5,100,2,14.724292993545532,0.0026230812072753906,0.15163493156433105
3,insertion_first,0.05,100000,5,100,2,13.27102541923523,0.0020470619201660156,0.15900540351867676
4,insertion_first,0.05,100000,5,100,2,13.634820938110352,0.002079010009765625,0.13547825813293457
